duration_ms,explicit,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature_1,time_signature_3,time_signature_4,time_signature_5
218000,0,0.639,0.696,-5.47,1,0.131,0.289,0.0,0.096,0.728,177.972,0.0,0.0,1.0,0.0
123000,0,0.771,0.49,-10.394,0,0.0554,0.943,0.835,0.226,0.636,100.0,0.0,0.0,1.0,0.0
69000,0,0.674,0.0867,-14.887,1,0.0305,0.702,0.0,0.367,0.592,100.006,0.0,0.0,1.0,0.0
291655,0,0.484,0.416,-11.415,1,0.03,0.547,0.00284,0.133,0.522,179.451,0.0,0.0,1.0,0.0
150093,0,0.295,0.757,-6.949,1,0.0527,0.000883,1.17e-06,0.124,0.329,191.994,0.0,0.0,1.0,0.0
84653,0,0.446,0.106,-21.427,1,0.0459,0.987,0.696,0.101,0.844,157.273,0.0,0.0,1.0,0.0
273828,0,0.37,0.925,-3.935,0,0.0436,0.000716,0.000302,0.142,0.119,174.998,0.0,0.0,1.0,0.0
211213,0,0.403,0.876,-4.697,1,0.0695,0.0322,0.0,0.0842,0.183,172.886,0.0,1.0,0.0,0.0
238560,0,0.556,0.545,-6.768,0,0.0255,0.0635,0.0,0.124,0.193,143.991,0.0,0.0,1.0,0.0
137142,1,0.591,0.693,-8.683,0,0.386,0.727,0.0,0.313,0.602,139.58,0.0,0.0,1.0,0.0
196428,0,0.502,0.446,-9.086,1,0.0365,0.466,9.03e-05,0.331,0.311,150.164,0.0,0.0,1.0,0.0
173213,0,0.434,0.908,-4.715,1,0.0936,0.00791,0.0,0.662,0.461,126.331,0.0,0.0,1.0,0.0
238626,0,0.534,0.784,-3.59,1,0.0339,0.205,0.00579,0.106,0.6,92.147,0.0,0.0,1.0,0.0
193373,0,0.618,0.342,-13.925,1,0.0292,0.345,0.000451,0.104,0.425,108.177,0.0,0.0,1.0,0.0
253342,0,0.397,0.316,-7.031,1,0.0365,0.805,0.0,0.295,0.175,117.562,0.0,0.0,1.0,0.0
447272,0,0.774,0.674,-0.979,0,0.111,0.522,0.0,0.0967,0.763,176.017,0.0,0.0,1.0,0.0
121000,0,0.518,0.272,-14.38,0,0.0313,0.686,0.945,0.285,0.0643,79.931,0.0,1.0,0.0,0.0
306118,0,0.465,0.873,-3.461,1,0.406,0.0206,2.36e-05,0.109,0.621,81.199,0.0,0.0,1.0,0.0
254906,0,0.351,0.323,-19.311,1,0.0469,0.991,0.885,0.715,0.321,79.559,0.0,0.0,1.0,0.0
258120,0,0.805,0.812,-5.43,1,0.0925,0.0318,0.000998,0.0804,0.748,122.003,0.0,0.0,1.0,0.0
216626,0,0.418,0.846,-4.211,0,0.0473,0.000232,0.0,0.161,0.561,105.983,0.0,0.0,1.0,0.0
130280,0,0.663,0.605,-8.968,1,0.048,0.626,0.0,0.129,0.935,92.038,0.0,0.0,1.0,0.0
162461,0,0.796,0.134,-15.341,0,0.0634,0.761,0.787,0.507,0.389,130.049,0.0,0.0,1.0,0.0
162009,0,0.541,0.753,-6.512,1,0.0511,0.0677,0.0,0.108,0.572,149.743,0.0,0.0,1.0,0.0
142105,0,0.603,0.421,-10.646,1,0.0493,0.567,5.58e-05,0.0757,0.242,114.093,0.0,0.0,1.0,0.0
369093,0,0.609,0.529,-7.816,1,0.0295,0.499,0.0,0.268,0.384,136.027,0.0,0.0,1.0,0.0
251026,0,0.457,0.551,-14.491,1,0.0313,0.525,0.944,0.211,0.948,131.328,0.0,0.0,1.0,0.0
185000,0,0.402,0.731,-3.529,1,0.0693,0.508,0.0,0.146,0.631,171.594,0.0,0.0,1.0,0.0
265116,1,0.678,0.721,-5.237,0,0.376,0.526,8.91e-06,0.152,0.36,85.647,0.0,0.0,1.0,0.0
148006,0,0.227,0.968,-6.143,0,0.115,2.57e-05,0.944,0.985,0.209,111.812,0.0,0.0,1.0,0.0
160800,1,0.589,0.985,-3.342,1,0.0499,0.0114,0.081,0.164,0.284,150.09,0.0,1.0,0.0,0.0
213055,0,0.588,0.569,-7.721,1,0.0295,0.303,0.0342,0.101,0.209,101.988,0.0,0.0,1.0,0.0
250653,1,0.857,0.266,-13.914,0,0.0443,0.913,0.0481,0.11,0.26,96.963,0.0,0.0,1.0,0.0
171000,0,0.871,0.505,-9.997,1,0.377,0.0326,1.16e-06,0.118,0.383,159.986,0.0,0.0,1.0,0.0
253160,0,0.62,0.558,-11.422,1,0.0407,0.171,0.916,0.157,0.539,171.827,0.0,0.0,1.0,0.0
210586,0,0.33,0.548,-7.922,1,0.0426,0.214,1.21e-05,0.12,0.559,78.594,0.0,1.0,0.0,0.0
170720,0,0.603,0.981,-3.677,1,0.0571,0.00125,0.297,0.0831,0.191,92.007,0.0,0.0,1.0,0.0
361195,0,0.792,0.839,-6.059,1,0.058,0.00297,0.866,0.0611,0.869,123.987,0.0,0.0,1.0,0.0
470251,0,0.663,0.806,-7.962,1,0.0623,0.672,1.66e-06,0.904,0.961,93.958,0.0,0.0,1.0,0.0
123884,0,0.817,0.551,-9.33,0,0.133,0.865,0.000151,0.101,0.142,109.966,0.0,0.0,1.0,0.0
207573,1,0.719,0.846,-4.637,0,0.0481,0.173,0.0,0.248,0.514,89.04,0.0,0.0,1.0,0.0
206853,0,0.333,0.6,-6.094,1,0.0369,0.000343,3.36e-06,0.357,0.155,91.778,0.0,0.0,1.0,0.0
142346,0,0.571,0.348,-8.866,1,0.0379,0.806,0.0,0.32,0.501,118.956,0.0,0.0,1.0,0.0
322339,0,0.773,0.84,-4.854,0,0.0856,0.0312,0.00474,0.079,0.845,91.997,0.0,0.0,1.0,0.0
288471,0,0.559,0.971,-7.106,1,0.039,2.88e-05,0.667,0.0609,0.547,122.813,0.0,0.0,1.0,0.0
236266,0,0.592,0.729,-4.156,1,0.0448,0.022,0.0,0.0653,0.709,116.03,0.0,0.0,1.0,0.0
134066,0,0.588,0.948,-4.073,1,0.0974,0.147,7.92e-05,0.0787,0.962,137.294,0.0,0.0,1.0,0.0
190762,0,0.512,0.263,-10.421,1,0.0855,0.875,0.0,0.11,0.359,98.6,0.0,0.0,1.0,0.0
299173,0,0.673,0.802,-6.647,1,0.0392,0.134,0.73,0.548,0.482,94.852,0.0,0.0,1.0,0.0
252280,0,0.442,0.395,-4.315,1,0.0306,0.781,4.98e-05,0.159,0.113,138.027,0.0,0.0,1.0,0.0
244416,0,0.676,0.935,-3.499,0,0.0892,0.00917,0.0,0.097,0.802,144.944,0.0,0.0,1.0,0.0
205227,0,0.783,0.818,-5.358,1,0.0515,0.229,0.0,0.0912,0.835,110.006,0.0,0.0,1.0,0.0
245146,0,0.387,0.544,-13.538,1,0.0569,3.2e-06,0.924,0.332,0.206,105.165,0.0,0.0,1.0,0.0
123275,0,0.781,0.739,-5.35,1,0.0808,0.294,0.00012,0.0445,0.678,144.012,0.0,0.0,1.0,0.0
190748,0,0.592,0.599,-5.211,1,0.0412,0.317,0.0,0.172,0.672,162.82,0.0,1.0,0.0,0.0
326073,0,0.52,0.81,-5.545,0,0.0688,0.348,5.65e-06,0.431,0.455,149.79,0.0,1.0,0.0,0.0
330913,0,0.0766,0.111,-22.735,1,0.0402,0.537,0.889,0.111,0.0344,175.415,0.0,0.0,1.0,0.0
193917,0,0.552,0.74,-2.335,1,0.124,0.074,0.0,0.113,0.601,97.049,0.0,0.0,1.0,0.0
436543,0,0.612,0.872,-7.053,1,0.0414,0.000121,0.375,0.139,0.146,120.023,0.0,0.0,1.0,0.0
163298,0,0.677,0.697,-4.2,0,0.0346,0.0428,0.024,0.167,0.213,96.987,0.0,0.0,1.0,0.0
226000,0,0.435,0.287,-13.834,0,0.0474,0.966,0.813,0.105,0.374,149.461,0.0,0.0,1.0,0.0
484640,0,0.81,0.829,-9.954,1,0.0527,0.00646,0.887,0.0912,0.272,127.998,0.0,0.0,1.0,0.0
229374,0,0.781,0.722,-8.376,1,0.0667,0.236,0.000398,0.077,0.533,87.858,0.0,0.0,1.0,0.0
259066,0,0.632,0.651,-8.658,0,0.0401,0.756,3.99e-06,0.726,0.652,119.567,0.0,0.0,1.0,0.0
243131,0,0.505,0.698,-5.563,1,0.0297,0.33,0.0887,0.0966,0.599,115.013,0.0,0.0,1.0,0.0
301087,0,0.718,0.699,-6.155,1,0.0357,0.465,0.0,0.119,0.793,139.079,0.0,0.0,1.0,0.0
335072,0,0.397,0.468,-6.738,0,0.0277,0.359,0.000331,0.0703,0.167,141.569,0.0,0.0,1.0,0.0
527000,0,0.429,0.476,-14.087,0,0.0731,0.1,1.05e-05,0.0927,0.214,152.202,0.0,0.0,1.0,0.0
304506,0,0.482,0.527,-9.178,0,0.1,0.372,0.102,0.242,0.252,73.662,0.0,0.0,1.0,0.0
157360,0,0.724,0.854,-2.779,1,0.0997,0.0603,0.0,0.0805,0.88,98.056,0.0,0.0,1.0,0.0
261109,0,0.697,0.729,-4.649,0,0.0353,0.407,0.0,0.157,0.653,120.023,0.0,0.0,1.0,0.0
217986,0,0.728,0.544,-7.848,0,0.0502,0.347,0.576,0.179,0.255,101.029,0.0,0.0,1.0,0.0
285200,0,0.28,0.746,-4.766,1,0.0613,0.535,0.0,0.941,0.473,203.994,0.0,1.0,0.0,0.0
154400,0,0.444,0.939,-5.367,0,0.0476,0.000607,0.928,0.314,0.0398,150.006,0.0,0.0,1.0,0.0
229653,0,0.621,0.861,-5.305,0,0.0768,0.0522,0.000138,0.128,0.242,114.925,0.0,0.0,1.0,0.0
259933,0,0.458,0.909,-3.568,1,0.0401,0.0186,4.24e-06,0.965,0.311,136.956,0.0,0.0,1.0,0.0
129226,0,0.118,0.494,-17.073,1,0.0856,6.07e-05,0.938,0.904,0.0441,59.135,0.0,0.0,1.0,0.0
144044,0,0.378,0.191,-21.391,1,0.039,0.964,0.922,0.112,0.312,149.659,0.0,0.0,1.0,0.0
166253,0,0.647,0.801,-2.946,0,0.249,0.0451,0.0,0.0628,0.517,180.108,0.0,0.0,1.0,0.0
168476,0,0.659,0.804,-4.531,0,0.0627,0.0185,0.0,0.313,0.804,154.111,0.0,0.0,1.0,0.0
162768,0,0.632,0.801,-3.4,0,0.261,0.232,0.0,0.435,0.663,130.26,0.0,0.0,1.0,0.0
255693,0,0.864,0.913,-4.052,1,0.152,0.238,5.49e-06,0.0689,0.884,99.987,0.0,0.0,1.0,0.0
154066,0,0.495,0.154,-17.792,1,0.0301,0.859,0.139,0.106,0.147,102.673,0.0,0.0,1.0,0.0
187713,0,0.932,0.547,-5.456,1,0.149,0.0218,0.0,0.207,0.863,116.007,0.0,0.0,1.0,0.0
207253,0,0.689,0.533,-7.293,1,0.0326,0.354,0.0,0.581,0.567,131.935,0.0,0.0,1.0,0.0
175613,0,0.686,0.755,-8.508,1,0.0557,0.607,0.0,0.926,0.879,112.007,0.0,0.0,1.0,0.0
252133,0,0.347,0.702,-5.866,0,0.0611,0.0026,0.000361,0.0904,0.294,116.307,0.0,0.0,1.0,0.0
212160,0,0.536,0.771,-6.543,0,0.0274,0.00556,0.127,0.123,0.547,138.087,0.0,0.0,1.0,0.0
208573,0,0.888,0.876,-4.249,1,0.0425,0.61,3.25e-05,0.375,0.992,123.291,0.0,0.0,1.0,0.0
288000,0,0.502,0.318,-11.278,1,0.0369,0.421,1.8e-06,0.14,0.161,119.7,0.0,0.0,1.0,0.0
149373,0,0.55,0.854,-5.968,1,0.036,0.661,0.0,0.112,0.965,159.231,0.0,0.0,1.0,0.0
177842,0,0.554,0.702,-7.57,1,0.0537,0.793,0.0,0.757,0.636,145.76,0.0,0.0,1.0,0.0
148088,0,0.427,0.178,-13.935,1,0.0341,0.73,6.05e-06,0.11,0.29,140.088,0.0,1.0,0.0,0.0
323600,0,0.802,0.863,-7.569,1,0.0747,0.0299,0.91,0.108,0.202,125.0,0.0,1.0,0.0,0.0
213732,0,0.639,0.666,-7.775,1,0.0636,0.271,0.0,0.111,0.372,98.384,0.0,0.0,1.0,0.0
140133,0,0.519,0.397,-10.737,1,0.075,0.83,0.0,0.213,0.861,198.353,0.0,0.0,1.0,0.0
216666,0,0.515,0.938,-4.434,1,0.0912,4.18e-05,0.00103,0.804,0.502,141.982,0.0,0.0,1.0,0.0
123453,0,0.631,0.569,-5.956,0,0.0438,0.728,0.0,0.27,0.874,71.078,0.0,0.0,1.0,0.0
240291,0,0.665,0.854,-4.248,0,0.165,0.078,0.0,0.269,0.763,176.065,0.0,0.0,1.0,0.0
169560,0,0.0892,0.117,-20.242,1,0.0469,0.591,0.812,0.324,0.0368,72.35,0.0,0.0,1.0,0.0
189375,0,0.591,0.835,-3.398,0,0.0977,0.0998,0.0,0.148,0.472,127.931,0.0,0.0,1.0,0.0
161333,0,0.584,0.355,-9.782,1,0.0281,0.495,0.375,0.106,0.399,99.861,0.0,0.0,1.0,0.0
273488,0,0.515,0.976,-0.868,1,0.0441,9.92e-05,0.667,0.426,0.0397,171.93,0.0,0.0,1.0,0.0
167213,0,0.654,0.767,-6.307,1,0.0523,0.125,0.0,0.0838,0.404,122.017,0.0,0.0,1.0,0.0
252133,0,0.651,0.425,-4.637,1,0.0274,0.861,0.0,0.136,0.498,111.893,0.0,0.0,1.0,0.0
180563,0,0.817,0.72,-8.134,0,0.0809,0.172,0.000726,0.109,0.384,119.989,0.0,0.0,1.0,0.0
383534,0,0.35,0.831,-9.522,1,0.0451,0.282,0.873,0.146,0.33,86.981,0.0,0.0,1.0,0.0
394213,0,0.45,0.59,-7.209,1,0.0294,0.401,5.48e-06,0.074,0.176,149.931,0.0,0.0,1.0,0.0
156154,0,0.709,0.789,-3.96,1,0.0506,0.0261,0.23,0.0789,0.692,178.024,0.0,0.0,1.0,0.0
297978,1,0.85,0.731,-5.479,1,0.0871,0.196,0.0,0.488,0.898,129.978,0.0,0.0,1.0,0.0
506746,0,0.79,0.242,-20.654,1,0.179,0.000191,0.922,0.111,0.122,143.96,0.0,0.0,1.0,0.0
164866,0,0.525,0.882,-4.479,1,0.0467,0.0252,0.0,0.101,0.623,101.674,0.0,0.0,1.0,0.0
203441,0,0.493,0.973,-4.718,1,0.108,6.69e-05,2.87e-05,0.343,0.186,105.001,0.0,0.0,1.0,0.0
136925,0,0.17,0.993,-8.445,1,0.212,0.238,0.69,0.333,0.036,153.285,0.0,0.0,1.0,0.0
181680,0,0.602,0.817,-3.096,1,0.0348,0.122,0.0,0.11,0.765,110.063,0.0,1.0,0.0,0.0
402965,0,0.832,0.641,-11.351,1,0.0401,0.00261,0.843,0.0854,0.272,121.018,0.0,0.0,1.0,0.0
181365,0,0.639,0.656,-6.581,0,0.0421,0.118,2.76e-06,0.0841,0.382,93.129,0.0,0.0,1.0,0.0
360646,0,0.68,0.793,-5.96,0,0.0385,0.0934,0.000176,0.124,0.512,168.013,0.0,0.0,1.0,0.0
118560,0,0.529,0.268,-13.059,0,0.0645,0.668,0.0,0.395,0.344,80.925,0.0,0.0,1.0,0.0
212146,0,0.616,0.663,-7.521,0,0.0646,0.505,0.0,0.13,0.953,82.449,0.0,0.0,1.0,0.0
300197,0,0.506,0.209,-13.234,1,0.0348,0.869,0.884,0.151,0.0817,128.0,0.0,0.0,1.0,0.0
315906,1,0.41,0.993,-3.376,1,0.205,0.000728,0.00132,0.276,0.0536,101.279,0.0,0.0,1.0,0.0
43133,0,0.493,0.658,-5.518,1,0.226,0.0317,0.00014,0.112,0.528,123.187,0.0,0.0,1.0,0.0
234352,0,0.589,0.487,-5.89,1,0.39,0.274,0.0,0.113,0.62,169.888,0.0,0.0,1.0,0.0
183996,0,0.208,0.0581,-27.906,1,0.0502,0.842,0.624,0.109,0.0394,68.942,0.0,0.0,1.0,0.0
238106,0,0.554,0.604,-11.959,1,0.0552,0.139,0.0,0.329,0.671,124.682,0.0,0.0,1.0,0.0
231176,1,0.694,0.826,-8.472,1,0.0744,0.412,4e-06,0.302,0.906,101.948,0.0,0.0,1.0,0.0
234133,0,0.9,0.917,-13.294,1,0.162,0.262,0.852,0.0629,0.667,135.265,0.0,0.0,1.0,0.0
200051,0,0.293,0.99,-6.283,1,0.174,3.35e-05,0.0181,0.971,0.153,145.295,0.0,0.0,1.0,0.0
146709,0,0.774,0.81,-2.984,0,0.0734,0.186,0.00949,0.0261,0.975,146.95,0.0,0.0,1.0,0.0
174202,0,0.497,0.865,-3.19,1,0.0644,0.0306,0.0679,0.443,0.595,125.96,0.0,0.0,1.0,0.0
168013,0,0.662,0.522,-8.485,0,0.0296,0.556,0.611,0.0596,0.933,97.988,0.0,0.0,1.0,0.0
119026,0,0.431,0.352,-11.673,1,0.0313,0.816,0.0,0.066,0.693,76.412,0.0,0.0,1.0,0.0
291640,0,0.566,0.0703,-21.919,1,0.0452,0.992,0.912,0.11,0.0785,122.274,0.0,0.0,1.0,0.0
281680,0,0.37,0.561,-6.636,1,0.0297,0.346,7.42e-06,0.069,0.493,170.994,0.0,0.0,1.0,0.0
106706,0,0.851,0.473,-7.552,1,0.0361,0.753,0.0,0.076,0.836,115.988,0.0,0.0,1.0,0.0
182053,0,0.311,0.829,-2.099,1,0.0546,0.0208,0.0,0.167,0.562,175.154,0.0,0.0,1.0,0.0
247386,0,0.532,0.447,-10.588,1,0.0265,0.137,0.0,0.0782,0.236,92.001,0.0,0.0,1.0,0.0
175973,0,0.541,0.618,-9.652,0,0.179,0.277,4.02e-05,0.413,0.68,145.464,0.0,0.0,1.0,0.0
361959,0,0.683,0.96,-3.212,1,0.132,0.0448,0.0135,0.0346,0.254,150.022,0.0,0.0,1.0,0.0
159786,0,0.674,0.96,-3.696,1,0.0413,0.186,3.97e-05,0.301,0.969,149.898,0.0,0.0,1.0,0.0
221546,0,0.563,0.956,-6.137,0,0.0559,0.000401,0.084,0.322,0.186,145.024,0.0,0.0,1.0,0.0
147191,0,0.567,0.0459,-14.304,1,0.0619,0.942,0.0,0.1,0.476,116.324,0.0,0.0,1.0,0.0
158499,0,0.584,0.567,-10.01,1,0.249,0.657,0.00122,0.216,0.397,104.819,0.0,0.0,1.0,0.0
207306,0,0.556,0.675,-5.169,1,0.0238,0.0248,0.0016,0.144,0.357,105.024,0.0,0.0,1.0,0.0
170326,0,0.493,0.929,-6.767,1,0.102,0.00657,0.00226,0.0535,0.266,154.984,0.0,0.0,1.0,0.0
194407,0,0.687,0.785,-4.65,1,0.0333,0.327,0.0,0.203,0.655,106.046,0.0,0.0,1.0,0.0
65946,0,0.439,0.0675,-16.963,1,0.108,0.737,1.2e-05,0.0821,0.55,170.225,0.0,1.0,0.0,0.0
151301,1,0.619,0.71,-7.661,0,0.0686,0.224,0.000395,0.218,0.313,170.119,0.0,0.0,1.0,0.0
206760,0,0.751,0.799,-5.664,0,0.256,0.242,0.0,0.289,0.623,152.987,0.0,0.0,1.0,0.0
340907,0,0.284,0.875,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,0.0,0.0,1.0,0.0
189040,0,0.267,0.106,-17.838,0,0.0528,0.982,0.000116,0.296,0.0408,80.288,1.0,0.0,0.0,0.0
216976,0,0.489,0.982,-3.436,1,0.452,0.000158,2.21e-05,0.108,0.147,92.046,0.0,0.0,1.0,0.0
231106,0,0.54,0.661,-5.534,0,0.0381,0.0765,0.0,0.125,0.506,90.012,0.0,0.0,1.0,0.0
179746,0,0.315,0.219,-20.867,0,0.0465,0.992,0.853,0.101,0.134,154.27,0.0,0.0,1.0,0.0
270000,0,0.678,0.553,-6.99,0,0.0398,0.547,9.38e-06,0.541,0.279,87.997,0.0,0.0,1.0,0.0
322571,0,0.271,0.942,-8.033,1,0.0757,0.00134,0.0999,0.0928,0.182,73.107,0.0,0.0,1.0,0.0
131586,0,0.748,0.297,-10.613,1,0.132,0.485,0.27,0.138,0.114,123.983,0.0,0.0,1.0,0.0
201465,0,0.623,0.897,-5.27,0,0.171,0.0529,0.00191,0.13,0.581,124.066,0.0,0.0,1.0,0.0
172788,1,0.804,0.408,-11.564,0,0.374,0.483,0.00101,0.262,0.641,134.958,0.0,0.0,1.0,0.0
76888,0,0.8,0.887,-3.419,0,0.293,0.276,5.48e-06,0.345,0.487,135.034,0.0,0.0,1.0,0.0
238720,0,0.273,0.878,-3.917,0,0.125,0.000528,2.63e-06,0.135,0.261,193.133,0.0,0.0,1.0,0.0
207146,0,0.514,0.825,-5.135,1,0.0487,0.000286,0.293,0.607,0.655,125.274,0.0,0.0,1.0,0.0
291000,0,0.525,0.366,-16.488,1,0.0718,0.958,0.751,0.137,0.0785,179.956,0.0,0.0,1.0,0.0
300000,0,0.499,0.758,-9.666,0,0.0488,0.328,4.89e-06,0.147,0.612,148.005,0.0,0.0,1.0,0.0
293533,0,0.194,0.0953,-21.361,1,0.04,0.974,0.841,0.102,0.0617,71.144,0.0,0.0,1.0,0.0
271097,0,0.423,0.978,-4.076,1,0.131,0.00165,7.22e-05,0.301,0.0413,120.009,0.0,0.0,1.0,0.0
183568,0,0.648,0.755,-3.465,1,0.0707,0.564,0.0,0.62,0.778,105.658,0.0,0.0,1.0,0.0
188278,0,0.637,0.957,-3.309,1,0.0751,0.000346,0.00527,0.369,0.653,125.024,0.0,0.0,1.0,0.0
143706,0,0.373,0.866,-10.858,1,0.0541,0.000216,0.000232,0.0967,0.497,168.235,0.0,0.0,1.0,0.0
189577,0,0.768,0.935,-4.902,0,0.0598,0.0488,0.00117,0.339,0.8,125.971,0.0,0.0,1.0,0.0
167413,0,0.322,0.718,-11.428,1,0.0938,0.239,0.0,0.676,0.737,118.735,0.0,0.0,1.0,0.0
242626,0,0.537,0.931,-4.308,0,0.0968,0.0395,0.0,0.271,0.485,154.014,0.0,0.0,1.0,0.0
192293,0,0.646,0.857,-4.065,1,0.0323,0.22,0.00152,0.251,0.71,136.038,0.0,0.0,1.0,0.0
289431,0,0.544,0.915,-5.895,0,0.0392,0.0104,3.05e-05,0.117,0.347,131.261,0.0,0.0,1.0,0.0
193012,0,0.846,0.747,-5.998,0,0.0694,0.0694,0.0,0.144,0.79,128.007,0.0,0.0,1.0,0.0
198106,0,0.804,0.642,-4.418,0,0.0431,0.0442,0.0,0.197,0.687,119.996,0.0,0.0,1.0,0.0
275973,0,0.534,0.58,-5.311,1,0.0265,0.658,0.0,0.136,0.347,142.081,0.0,0.0,1.0,0.0
192392,0,0.415,0.619,-7.624,0,0.123,0.946,2.75e-05,0.799,0.739,77.009,0.0,0.0,1.0,0.0
295586,0,0.775,0.874,-2.944,0,0.0582,0.479,0.0,0.131,0.968,97.03,0.0,0.0,1.0,0.0
268094,0,0.765,0.493,-9.015,1,0.0294,0.292,0.000414,0.0934,0.757,97.988,0.0,0.0,1.0,0.0
217120,0,0.719,0.656,-6.155,0,0.308,0.313,0.0,0.514,0.774,87.214,0.0,0.0,1.0,0.0
213306,0,0.445,0.537,-5.477,1,0.0311,0.331,5e-05,0.0866,0.246,157.98,0.0,0.0,1.0,0.0
259026,0,0.507,0.728,-4.874,0,0.0382,2.52e-05,7.41e-05,0.0725,0.535,138.19,0.0,0.0,1.0,0.0
256399,0,0.455,0.945,-5.974,1,0.0621,0.0059,0.0,0.0884,0.768,157.915,0.0,0.0,1.0,0.0
262280,0,0.793,0.805,-6.239,0,0.0765,0.339,0.883,0.138,0.305,130.008,0.0,0.0,1.0,0.0
90469,0,0.258,0.981,-5.75,1,0.122,0.0359,0.0,0.713,0.294,148.153,0.0,0.0,1.0,0.0
237333,0,0.361,0.197,-13.305,0,0.0342,0.86,0.84,0.279,0.512,134.253,0.0,0.0,1.0,0.0
269655,0,0.499,0.929,-3.804,0,0.0398,3.17e-05,0.566,0.588,0.0356,174.992,0.0,0.0,1.0,0.0
223040,0,0.437,0.0916,-17.967,0,0.0419,0.972,0.0218,0.111,0.237,124.624,0.0,0.0,1.0,0.0
155468,0,0.787,0.751,-5.288,1,0.0621,0.394,0.000193,0.11,0.834,105.003,0.0,0.0,1.0,0.0
200461,0,0.43,0.543,-6.296,1,0.0367,0.463,0.000523,0.0928,0.354,143.912,0.0,0.0,1.0,0.0
282000,0,0.837,0.558,-12.537,0,0.0431,0.0317,0.466,0.374,0.5,107.096,0.0,0.0,1.0,0.0
203133,0,0.599,0.427,-9.037,1,0.0242,0.747,0.105,0.0984,0.111,73.801,0.0,0.0,1.0,0.0
222726,0,0.452,0.817,-8.372,1,0.0459,4.06e-05,0.915,0.394,0.354,130.161,0.0,0.0,1.0,0.0
212400,0,0.689,0.318,-12.053,1,0.0304,0.769,8.14e-06,0.114,0.295,107.5,0.0,0.0,1.0,0.0
122512,0,0.809,0.759,-6.454,1,0.292,0.0395,0.0,0.135,0.48,88.004,0.0,0.0,1.0,0.0
307896,0,0.612,0.427,-11.645,0,0.0521,0.539,0.924,0.115,0.0693,91.016,0.0,0.0,1.0,0.0
62200,0,0.61,0.131,-31.652,1,0.908,0.884,1.48e-05,0.112,0.178,130.204,0.0,1.0,0.0,0.0
410089,0,0.738,0.532,-7.967,0,0.187,0.302,0.0,0.0855,0.596,143.991,0.0,0.0,1.0,0.0
215333,0,0.507,0.0249,-32.35,1,0.0409,0.995,0.931,0.0944,0.124,149.976,0.0,0.0,1.0,0.0
459466,0,0.323,0.467,-7.282,1,0.0334,0.221,0.0,0.115,0.0626,139.506,0.0,0.0,1.0,0.0
120840,0,0.618,0.497,-10.434,1,0.062,0.203,0.922,0.0841,0.977,109.371,0.0,0.0,1.0,0.0
263666,0,0.759,0.843,-3.718,1,0.0913,0.127,0.0,0.114,0.56,105.016,0.0,0.0,1.0,0.0
186469,0,0.475,0.686,-5.033,1,0.0405,0.762,0.0,0.127,0.509,94.756,0.0,0.0,1.0,0.0
220538,1,0.462,0.99,-3.175,0,0.211,0.000103,0.0,0.374,0.204,137.061,0.0,0.0,1.0,0.0
184493,0,0.319,0.285,-11.989,1,0.0285,0.664,2.18e-06,0.231,0.467,137.858,0.0,0.0,1.0,0.0
277026,0,0.293,0.277,-11.509,1,0.0301,0.524,1.55e-06,0.145,0.342,177.641,0.0,0.0,1.0,0.0
211846,0,0.856,0.635,-8.84,1,0.224,0.118,0.0,0.309,0.684,129.966,0.0,0.0,1.0,0.0
342204,0,0.342,0.321,-13.555,0,0.0302,0.649,0.000521,0.194,0.185,140.567,0.0,0.0,1.0,0.0
200440,0,0.639,0.896,-4.782,1,0.028,0.053,0.0,0.242,0.966,143.989,0.0,0.0,1.0,0.0
312946,0,0.609,0.747,-3.835,1,0.031,0.386,0.00272,0.0893,0.646,84.221,0.0,0.0,1.0,0.0
335213,0,0.399,0.96,-6.417,1,0.0649,0.000622,0.0265,0.504,0.346,149.505,0.0,0.0,1.0,0.0
59853,0,0.346,0.999,-4.912,1,0.184,0.00225,0.00983,0.306,0.0375,137.923,0.0,0.0,1.0,0.0
197647,0,0.91,0.65,-9.533,0,0.116,0.0154,0.0634,0.229,0.399,135.969,0.0,0.0,1.0,0.0
330720,0,0.527,0.89,-5.651,1,0.0665,0.00433,0.0,0.118,0.425,102.644,0.0,0.0,1.0,0.0
189360,0,0.716,0.679,-4.619,1,0.181,0.114,0.0,0.0627,0.605,97.979,0.0,0.0,1.0,0.0
141426,0,0.712,0.279,-11.974,0,0.208,0.973,0.000722,0.634,0.686,129.381,0.0,0.0,1.0,0.0
222812,0,0.166,0.468,-29.071,1,0.0606,0.908,0.894,0.544,1e-05,115.687,0.0,0.0,1.0,0.0
112426,0,0.382,0.937,-9.01,1,0.0758,0.0172,0.0,0.271,0.0957,108.729,0.0,0.0,1.0,0.0
222893,0,0.579,0.978,-5.327,0,0.0548,8.55e-05,0.000141,0.0955,0.558,125.073,0.0,0.0,1.0,0.0
201493,0,0.494,0.404,-10.108,1,0.0299,0.847,0.0,0.122,0.386,96.387,0.0,1.0,0.0,0.0
226546,0,0.483,0.946,-6.161,0,0.0502,0.00876,0.00765,0.103,0.825,169.051,0.0,0.0,1.0,0.0
